SYSTEM,RANK,FAMILY,NAME,SPECIES,RIS_BINOMIAL,AUTHORITY,FOREWING_LB,FOREWING_UB,EXCLUDE_FROM_FINAL
4996,Species,Geometridae,Aleucis distinctata,Aleucis distinctata,Aleucis distinctata,"(Herrich-Schäffer, [1839])",13,14,N
5001,Species,Geometridae,Theria primaria,Theria primaria,Theria primaria,"(Haworth, 1809)",14,17,N
5003,Aggregate,Noctuidae,Acronicta species,Acronicta species,Acronicta species,NA,13,22,N
5004,Aggregate,Geometridae,Eupithecia species,Eupithecia species,Eupithecia species,NA,7,15,N
5005,Aggregate,Noctuidae,Oligia species,Oligia species,Oligia species,NA,10,13,N
5006,Species,Geometridae,Campaea margaritaria,Campaea margaritaria,Campaea margaritata,"(Linnaeus, 1761)",18,26,N
5010,Species,Geometridae,Hylaea fasciaria,Hylaea fasciaria,Hylaea fasciaria,"(Linnaeus, 1758)",17,21,N
5011,Species,Geometridae,Pungeleria capreolaria,Pungeleria capreolaria,Pungeleria capreolaria,"([Denis & Schiffermüller], 1775)",16,18,N
5017,Species,Geometridae,Gnophos obfuscata,Gnophos obfuscata,Gnophos obfuscata,"([Denis & Schiffermüller], 1775)",17,21,N
5022,Subspecies,Geometridae,Gnophos dumetata dumetata,Gnophos dumetata,Gnophos dumetata,"Treitschke, 1827",18,20,N
5023,Subspecies,Geometridae,Gnophos dumetata hibernica,Gnophos dumetata,Gnophos dumetata,"(Forder, 1993)",18,20,N
5027,Species,Geometridae,Charissa obscurata,Charissa obscurata,Charissa obscurata,"([Denis & Schiffermüller], 1775)",15,18,N
5032,Species,Geometridae,Cleorodes lichenaria,Cleorodes lichenaria,Cleorodes lichenaria,"(Hufnagel, 1767)",14,18,N
5035,Species,Geometridae,Glacies coracina,Glacies coracina,Glacies coracina,"(Esper, 1805)",10,13,N
5038,Species,Geometridae,Pseudocoremia suavis,Pseudocoremia suavis,Pseudocoremia suavis,"Butler, 1879",14,15,N
5041,Species,Geometridae,Siona lineata,Siona lineata,Siona lineata,"(Scopoli, 1763)",19,22,N
5047,Species,Geometridae,Dyscia fagaria,Dyscia fagaria,Dyscia fagaria,"(Thunberg, 1784)",15,21,N
5053,Subspecies,Geometridae,Aspitates gilvaria gilvaria,Aspitates gilvaria,Aspitates gilvaria,"([Denis & Schiffermüller], 1775)",15,18,N
5055,Subspecies,Geometridae,Aspitates gilvaria burrenensis,Aspitates gilvaria,Aspitates gilvaria,"Cockayne, 1951",15,18,N
5057,Species,Geometridae,Aspitates ochrearia,Aspitates ochrearia,Aspitates ochrearia,"(Rossi, 1794)",12,16,N
5061,Species,Geometridae,Perconia strigillaria,Perconia strigillaria,Perconia strigillaria,"(Hübner, [1787])",15,20,N
5066,Species,Geometridae,Aplasta ononaria,Aplasta ononaria,Aplasta ononaria,"(Fuessly, 1783)",13,14,N
5069,Subspecies,Geometridae,Pseudoterpna pruinata pruinata,Pseudoterpna pruinata,Pseudoterpna pruinata,"(Hufnagel, 1767)",14,19,N
5072,Subspecies,Geometridae,Pseudoterpna pruinata atropunctaria,Pseudoterpna pruinata,Pseudoterpna pruinata,"(Walker, 1863)",14,19,N
5074,Species,Geometridae,Pseudoterpna coronillaria,Pseudoterpna coronillaria,Pseudoterpna coronillaria,"(Hübner, [1817])",16,20,N
5078,Species,Geometridae,Geometra papilionaria,Geometra papilionaria,Geometra papilionaria,"(Linnaeus, 1758)",24,29,N
5082,Species,Geometridae,Comibaena bajularia,Comibaena bajularia,Comibaena bajularia,"([Denis & Schiffermüller], 1775)",14,17,N
5086,Subspecies,Geometridae,Thetidia smaragdaria smaragdaria,Thetidia smaragdaria,Thetidia smaragdaria,"(Fabricius, 1787)",14,17,N
5087,Subspecies,Geometridae,Thetidia smaragdaria maritima,Thetidia smaragdaria,Thetidia smaragdaria,"(Prout, 1935)",14,17,N
5091,Species,Geometridae,Hemistola chrysoprasaria,Hemistola chrysoprasaria,Hemistola chrysoprasaria,"(Esper, 1795)",17,20,N
5097,Species,Geometridae,Jodis lactearia,Jodis lactearia,Jodis lactearia,"(Linnaeus, 1758)",11,13,N
5102,Species,Geometridae,Thalera fimbrialis,Thalera fimbrialis,Thalera fimbrialis,"(Scopoli, 1763)",15,16,N
5107,Species,Geometridae,Hemithea aestivaria,Hemithea aestivaria,Hemithea aestivaria,"(Hübner, 1789)",14,17,N
5113,Species,Geometridae,Chlorissa viridata,Chlorissa viridata,Chlorissa viridata,"(Linnaeus, 1758)",11,13,N
5115,Species,Geometridae,Chlorissa cloraria,Chlorissa cloraria,Chlorissa cloraria,"(Hübner, [1813])",11,13,N
5121,Species,Notodontidae,Thaumetopoea processionea,Thaumetopoea processionea,Thaumetopoea processionea,"(Linnaeus, 1758)",14,17,N
5123,Species,Notodontidae,Thaumetopoea pityocampa,Thaumetopoea pityocampa,Thaumetopoea pityocampa,"([Denis & Schiffermüller], 1775)",16,22,N
5128,Species,Notodontidae,Cerura vinula,Cerura vinula,Cerura vinula,"(Linnaeus, 1758)",29,38,N
5131,Species,Notodontidae,Cerura erminea,Cerura erminea,Cerura erminea,"(Esper, 1783)",27,33,N
5134,Species,Notodontidae,Furcula furcula,Furcula furcula,Furcula furcula,"(Clerck, 1759)",14,18,N
5136,Species,Notodontidae,Furcula bicuspis,Furcula bicuspis,Furcula bicuspis,"(Borkhausen, 1790)",16,19,N
5138,Species,Notodontidae,Furcula bifida,Furcula bifida,Furcula bifida,"(Brahm, 1787)",16,22,N
5143,Species,Notodontidae,Harpyia milhauseri,Harpyia milhauseri,Harpyia milhauseri,"(Fabricius, 1775)",21,24,N
5146,Species,Notodontidae,Stauropus fagi,Stauropus fagi,Stauropus fagi,"(Linnaeus, 1758)",24,33,N
5151,Species,Notodontidae,Drymonia dodonaea,Drymonia dodonaea,Drymonia dodonaea,"([Denis & Schiffermüller], 1775)",17,20,N
5154,Species,Notodontidae,Drymonia ruficornis,Drymonia ruficornis,Drymonia ruficornis,"(Hufnagel, 1766)",16,20,N
5158,Species,Notodontidae,Notodonta dromedarius,Notodonta dromedarius,Notodonta dromedarius,"(Linnaeus, 1767)",18,24,N
5160,Species,Notodontidae,Notodonta ziczac,Notodonta ziczac,Notodonta ziczac,"(Linnaeus, 1758)",17,24,N
5162,Species,Notodontidae,Notodonta torva,Notodonta torva,Notodonta torva,"(Hübner, [1803])",19,25,N
5164,Species,Notodontidae,Notodonta tritophus,Notodonta tritophus,Notodonta tritophus,"([Denis & Schiffermüller], 1775)",22,27,N
5168,Species,Notodontidae,Peridea anceps,Peridea anceps,Peridea anceps,"(Goeze, 1781)",23,32,N
5172,Species,Notodontidae,Pheosia tremula,Pheosia tremula,Pheosia tremula,"(Clerck, 1759)",22,28,N
5175,Species,Notodontidae,Pheosia gnoma,Pheosia gnoma,Pheosia gnoma,"(Fabricius, [1777])",20,26,N
5179,Species,Notodontidae,Leucodonta bicoloria,Leucodonta bicoloria,Leucodonta bicoloria,"([Denis & Schiffermüller], 1775)",16,19,N
5182,Species,Notodontidae,Pterostoma palpina,Pterostoma palpina,Pterostoma palpina,"(Clerck, 1759)",18,25,N
5185,Species,Notodontidae,Ptilodon capucina,Ptilodon capucina,Ptilodon capucina,"(Linnaeus, 1758)",17,22,N
5188,Species,Notodontidae,Ptilodon cucullina,Ptilodon cucullina,Ptilodon cucullina,"([Denis & Schiffermüller], 1775)",15,20,N
5192,Species,Notodontidae,Odontosia carmelita,Odontosia carmelita,Odontosia carmelita,"(Esper, [1798])",18,21,N
5195,Species,Notodontidae,Ptilophora plumigera,Ptilophora plumigera,Ptilophora plumigera,"([Denis & Schiffermüller], 1775)",16,19,N
5199,Species,Notodontidae,Phalera bucephala,Phalera bucephala,Phalera bucephala,"(Linnaeus, 1758)",22,34,N
5203,Subspecies,Notodontidae,Gluphisia crenata crenata,Gluphisia crenata,Gluphisia crenata,"(Esper, 1785)",14,15,N
5204,Subspecies,Notodontidae,Gluphisia crenata vertunea,Gluphisia crenata,Gluphisia crenata,"Bray, 1929",14,15,N
5207,Species,Notodontidae,Clostera curtula,Clostera curtula,Clostera curtula,"(Linnaeus, 1758)",13,18,N
5210,Species,Notodontidae,Clostera pigra,Clostera pigra,Clostera pigra,"(Hufnagel, 1766)",11,14,N
5212,Species,Notodontidae,Clostera anachoreta,Clostera anachoreta,Clostera anachoreta,"([Denis & Schiffermüller], 1775)",14,19,N
5218,Species,Erebidae,Scoliopteryx libatrix,Scoliopteryx libatrix,Scoliopteryx libatrix,"(Linnaeus, 1758)",19,23,N
5222,Species,Erebidae,Rivula sericealis,Rivula sericealis,Rivula sericealis,"(Scopoli, 1763)",13,15,N
5227,Species,Erebidae,Hypena proboscidalis,Hypena proboscidalis,Hypena proboscidalis,"(Linnaeus, 1758)",15,19,N
5229,Species,Erebidae,Hypena rostralis,Hypena rostralis,Hypena rostralis,"(Linnaeus, 1758)",13,15,N
5231,Species,Erebidae,Hypena obesalis,Hypena obesalis,Hypena obesalis,"Treitschke, 1829",18,22,N
5233,Species,Erebidae,Hypena obsitalis,Hypena obsitalis,Hypena obsitalis,"(Hübner, [1813])",15,17,N
5234,Species,Erebidae,Hypena lividalis,Hypena lividalis,Hypena lividalis,"(Hübner, [1813])",10,13,N
5236,Species,Erebidae,Hypena crassalis,Hypena crassalis,Hypena crassalis,"(Fabricius, 1787)",14,16,N
5243,Species,Erebidae,Arctornis l-nigrum,Arctornis l-nigrum,Arctornis l-nigrum,"(Müller, 1764)",19,27,N
5247,Species,Erebidae,Leucoma salicis,Leucoma salicis,Leucoma salicis,"(Linnaeus, 1758)",18,27,N
5251,Species,Erebidae,Lymantria monacha,Lymantria monacha,Lymantria monacha,"(Linnaeus, 1758)",18,28,N
5253,Species,Erebidae,Lymantria dispar,Lymantria dispar,Lymantria dispar,"(Linnaeus, 1758)",20,35,N
5257,Species,Erebidae,Euproctis chrysorrhoea,Euproctis chrysorrhoea,Euproctis chrysorrhoea,"(Linnaeus, 1758)",16,20,N
5260,Species,Erebidae,Euproctis similis,Euproctis similis,Euproctis similis,"(Fuessly, 1775)",16,23,N
5266,Species,Erebidae,Laelia coenosa,Laelia coenosa,Laelia coenosa,"(Hübner, [1808])",16,21,N
5270,Species,Erebidae,Calliteara pudibunda,Calliteara pudibunda,Calliteara pudibunda,"(Linnaeus, 1758)",21,31,N
5273,Species,Erebidae,Dicallomera fascelina,Dicallomera fascelina,Dicallomera fascelina,"(Linnaeus, 1758)",18,28,N
5277,Species,Erebidae,Orgyia antiqua,Orgyia antiqua,Orgyia antiqua,"(Linnaeus, 1758)",12,17,N
5281,Species,Erebidae,Orgyia recens,Orgyia recens,Orgyia recens,"(Hübner, [1819])",13,17,N
5287,Species,Erebidae,Spilosoma lutea,Spilosoma lutea,Spilosoma luteum,"(Hufnagel, 1766)",17,22,N
5290,Species,Erebidae,Spilosoma lubricipeda,Spilosoma lubricipeda,Spilosoma lubricipeda,"(Linnaeus, 1758)",18,23,N
5293,Species,Erebidae,Spilosoma urticae,Spilosoma urticae,Spilosoma urticae,"(Esper, 1789)",18,21,N
5294,Species,Erebidae,Hyphantria cunea,Hyphantria cunea,Hyphantria cunea,"(Drury, 1773)",15,18,N
5297,Species,Erebidae,Diaphora mendica,Diaphora mendica,Diaphora mendica,"(Clerck, 1759)",14,19,N
5300,Species,Erebidae,Diacrisia sannio,Diacrisia sannio,Diacrisia sannio,"(Linnaeus, 1758)",17,22,N
5304,Subspecies,Erebidae,Phragmatobia fuliginosa fuliginosa,Phragmatobia fuliginosa,Phragmatobia fuliginosa,"(Linnaeus, 1758)",14,19,N
5306,Subspecies,Erebidae,Phragmatobia fuliginosa borealis,Phragmatobia fuliginosa,Phragmatobia fuliginosa,"(Staudinger, 1871)",14,19,N
5309,Subspecies,Erebidae,Parasemia plantaginis plantaginis,Parasemia plantaginis,Parasemia plantaginis,"(Linnaeus, 1758)",17,20,N
5311,Subspecies,Erebidae,Parasemia plantaginis insularum,Parasemia plantaginis,Parasemia plantaginis,"Seitz, 1910",17,20,N
5313,Species,Erebidae,Arctia caja,Arctia caja,Arctia caja,"(Linnaeus, 1758)",28,37,N
5315,Subspecies,Erebidae,Arctia villica villica,Arctia villica,Arctia villica,"(Linnaeus, 1758)",25,32,N
5317,Subspecies,Erebidae,Arctia villica britannica,Arctia villica,Arctia villica,"Oberthür, 1911",25,32,N
5319,Species,Erebidae,Hyphoraia testudinaria,Hyphoraia testudinaria,Hyphoraia testudinaria,"(Geoffroy, 1785)",17,22,N
5322,Species,Erebidae,Callimorpha dominula,Callimorpha dominula,Callimorpha dominula,"(Linnaeus, 1758)",23,27,N
5325,Species,Erebidae,Euplagia quadripunctaria,Euplagia quadripunctaria,Euplagia quadripunctaria,"(Poda, 1761)",28,33,N
5329,Species,Erebidae,Tyria jacobaeae,Tyria jacobaeae,Tyria jacobaeae,"(Linnaeus, 1758)",17,23,N
5332,Subspecies,Erebidae,Coscinia cribraria cribraria,Coscinia cribraria,Coscinia cribraria,"(Linnaeus, 1758)",15,18,N
5335,Subspecies,Erebidae,Coscinia cribraria bivittata,Coscinia cribraria,Coscinia cribraria,"(South, 1900)",15,18,N
5336,Subspecies,Erebidae,Coscinia cribraria arenaria,Coscinia cribraria,Coscinia cribraria,"(Lempke, 1937)",15,18,N
5337,Species,Erebidae,Coscinia striata,Coscinia striata,Coscinia striata,"(Linnaeus, 1758)",15,22,N
5340,Species,Erebidae,Utetheisa pulchella,Utetheisa pulchella,Utetheisa pulchella,"(Linnaeus, 1758)",15,22,N
5344,Species,Erebidae,Miltochrista miniata,Miltochrista miniata,Miltochrista miniata,"(Forster, 1771)",12,15,N
5347,Species,Erebidae,Nudaria mundana,Nudaria mundana,Nudaria mundana,"(Linnaeus, 1761)",10,12,N
5350,Species,Erebidae,Thumatha senex,Thumatha senex,Thumatha senex,"(Hübner, [1808])",10,11,N
5353,Species,Erebidae,Cybosia mesomella,Cybosia mesomella,Cybosia mesomella,"(Linnaeus, 1758)",13,16,N
5356,Species,Erebidae,Pelosia muscerda,Pelosia muscerda,Pelosia muscerda,"(Hufnagel, 1766)",13,16,N
5358,Species,Erebidae,Pelosia obtusa,Pelosia obtusa,Pelosia obtusa,"(Herrich-Schäffer, 1851)",12,14,N
5361,Species,Erebidae,Lithosia quadra,Lithosia quadra,Lithosia quadra,"(Linnaeus, 1758)",18,26,N
5365,Species,Erebidae,Atolmis rubricollis,Atolmis rubricollis,Atolmis rubricollis,"(Linnaeus, 1758)",15,18,N
5368,Species,Erebidae,Eilema depressa,Eilema depressa,Eilema depressa,"(Esper, 1787)",15,17,N
5373,Species,Erebidae,Eilema griseola,Eilema griseola,Eilema griseola,"(Hübner, [1803])",15,18,N
5376,Species,Erebidae,Eilema lurideola,Eilema lurideola,Eilema lurideola,"(Zincken, 1817)",14,17,N
5379,Species,Erebidae,Eilema complana,Eilema complana,Eilema complana,"(Linnaeus, 1758)",15,18,N
5380,Subspecies,Erebidae,Eilema complana sericea,Eilema complana,Eilema complana,"(Gregson, 1869)",14,17,N
5382,Species,Erebidae,Eilema caniola,Eilema caniola,Eilema caniola,"(Hübner, [1808])",15,17,N
5384,Subspecies,Erebidae,Eilema pygmaeola pygmaeola,Eilema pygmaeola,Eilema pygmaeola,"(Doubleday, 1847)",10,15,N
5387,Subspecies,Erebidae,Eilema pygmaeola pallifrons,Eilema pygmaeola,Eilema pygmaeola,"(Zeller, 1847)",10,15,N
5389,Species,Erebidae,Eilema sororcula,Eilema sororcula,Eilema sororcula,"(Hufnagel, 1766)",13,16,N
5393,Species,Erebidae,Setina irrorella,Setina irrorella,Setina irrorella,"(Linnaeus, 1758)",11,18,N
5397,Species,Erebidae,Paracolax tristalis,Paracolax tristalis,Paracolax tristalis,"(Fabricius, 1794)",14,16,N
5401,Species,Erebidae,Macrochilo cribrumalis,Macrochilo cribrumalis,Macrochilo cribrumalis,"(Hübner, 1793)",13,14,N
5405,Species,Erebidae,Herminia tarsipennalis,Herminia tarsipennalis,Zanclognatha tarsipennalis,"Treitschke, 1835",13,16,N
5407,Species,Erebidae,Herminia tarsicrinalis,Herminia tarsicrinalis,Herminia tarsicrinalis,"(Knoch, 1782)",12,14,N
5409,Species,Erebidae,Herminia grisealis,Herminia grisealis,Herminia grisealis,"([Denis & Schiffermüller], 1775)",11,13,N
5413,Species,Erebidae,Pechipogo strigilata,Pechipogo strigilata,Pechipogo strigilata,"(Linnaeus, 1758)",14,16,N
5416,Species,Erebidae,Pechipogo plumigeralis,Pechipogo plumigeralis,Pechipogo plumigeralis,"(Hübner, [1825])",15,17,N
5419,Species,Erebidae,Zanclognatha lunalis,Zanclognatha lunalis,Zanclognatha lunalis,"(Scopoli, 1763)",14,17,N
5421,Species,Erebidae,Zanclognatha zelleralis,Zanclognatha zelleralis,Zanclognatha zelleralis,"(Wocke, 1850)",14,17,N
5425,Species,Erebidae,Hypenodes humidalis,Hypenodes humidalis,Hypenodes humidalis,"Doubleday, 1850",6,8,N
5429,Species,Erebidae,Schrankia costaestrigalis,Schrankia costaestrigalis,Schrankia costaestrigalis,"(Stephens, 1834)",9,11,N
5431,Species,Erebidae,Schrankia taenialis,Schrankia taenialis,Schrankia taenialis,"(Hübner, [1809])",9,11,N
5437,Species,Erebidae,Lygephila pastinum,Lygephila pastinum,Lygephila pastinum,"(Treitschke, 1826)",18,21,N
5439,Species,Erebidae,Lygephila craccae,Lygephila craccae,Lygephila craccae,"([Denis & Schiffermüller], 1775)",18,20,N
5442,Species,Erebidae,Tathorhynchus exsiccata,Tathorhynchus exsiccata,Tathorhynchus exsiccata,"(Lederer, 1855)",13,18,N
5446,Species,Erebidae,Parascotia fuliginaria,Parascotia fuliginaria,Parascotia fuliginaria,"(Linnaeus, 1761)",11,14,N
5450,Species,Erebidae,Phytometra viridaria,Phytometra viridaria,Phytometra viridaria,"(Clerck, 1759)",9,11,N
5453,Species,Erebidae,Colobochyla salicalis,Colobochyla salicalis,Colobochyla salicalis,"([Denis & Schiffermüller], 1775)",13,15,N
5456,Species,Erebidae,Laspeyria flexula,Laspeyria flexula,Laspeyria flexula,"([Denis & Schiffermüller], 1775)",13,15,N
5459,Species,Erebidae,Trisateles emortualis,Trisateles emortualis,Trisateles emortualis,"([Denis & Schiffermüller], 1775)",14,14,N
5462,Species,Erebidae,Eublemma minutata,Eublemma minutata,Eublemma minutata,"(Fabricius, 1794)",7,8,N
5466,Species,Erebidae,Eublemma ostrina,Eublemma ostrina,Eublemma ostrina,"(Hübner, [1808])",8,9,N
5468,Species,Erebidae,Eublemma parva,Eublemma parva,Eublemma parva,"(Hübner, [1808])",7,8,N
5470,Species,Erebidae,Eublemma purpurina,Eublemma purpurina,Eublemma purpurina,"([Denis & Schiffermüller], 1775)",10,15,N
5475,Species,Erebidae,Catocala nymphagoga,Catocala nymphagoga,Catocala nymphagoga,"(Esper, 1787)",17,21,N
5477,Species,Erebidae,Catocala fraxini,Catocala fraxini,Catocala fraxini,"(Linnaeus, 1758)",41,48,N
5479,Species,Erebidae,Catocala conjuncta,Catocala conjuncta,Catocala conjuncta,"(Esper, 1787)",25,29,N
5481,Species,Erebidae,Catocala nupta,Catocala nupta,Catocala nupta,"(Linnaeus, 1767)",33,40,N
5483,Species,Erebidae,Catocala electa,Catocala electa,Catocala electa,"(Vieweg, 1790)",33,39,N
5485,Species,Erebidae,Catocala elocata,Catocala elocata,Catocala elocata,"(Esper, 1787)",39,43,N
5487,Species,Erebidae,Catocala sponsa,Catocala sponsa,Catocala sponsa,"(Linnaeus, 1767)",29,34,N
5489,Species,Erebidae,Catocala promissa,Catocala promissa,Catocala promissa,"([Denis & Schiffermüller], 1775)",26,32,N
5494,Species,Erebidae,Euclidia glyphica,Euclidia glyphica,Euclidia glyphica,"(Linnaeus, 1758)",13,15,N
5497,Species,Erebidae,Euclidia mi,Euclidia mi,Euclidia mi,"(Clerck, 1759)",13,16,N
5501,Species,Erebidae,Catephia alchymista,Catephia alchymista,Catephia alchymista,"([Denis & Schiffermüller], 1775)",19,21,N
5504,Species,Erebidae,Minucia lunaris,Minucia lunaris,Minucia lunaris,"([Denis & Schiffermüller], 1775)",23,26,N
5507,Species,Erebidae,Dysgonia algira,Dysgonia algira,Dysgonia algira,"(Linnaeus, 1767)",17,23,N
5510,Species,Erebidae,Grammodes stolida,Grammodes stolida,Grammodes stolida,"(Fabricius, 1775)",14,16,N
5516,Species,Noctuidae,Abrostola tripartita,Abrostola tripartita,Abrostola tripartita,"(Hufnagel, 1766)",15,17,N
5520,Species,Noctuidae,Abrostola triplasia,Abrostola triplasia,Abrostola triplasia,"(Linnaeus, 1758)",14,18,N
5526,Species,Noctuidae,Trichoplusia ni,Trichoplusia ni,Trichoplusia ni,"(Hübner, [1803])",15,17,N
5529,Species,Noctuidae,Thysanoplusia orichalcea,Thysanoplusia orichalcea,Thysanoplusia orichalcea,"(Fabricius, 1775)",17,20,N
5530,Species,Noctuidae,Thysanoplusia daubei,Thysanoplusia daubei,Thysanoplusia daubei,"(Boisduval, 1833)",12,14,N
5533,Species,Noctuidae,Ctenoplusia limbirena,Ctenoplusia limbirena,Ctenoplusia limbirena,"(Guenée, 1852)",15,18,N
5535,Species,Noctuidae,Ctenoplusia accentifera,Ctenoplusia accentifera,Ctenoplusia accentifera,"(Lefebvre, 1827)",11,14,N
5538,Species,Noctuidae,Vittaplusia vittata,Vittaplusia vittata,Vittaplusia vittata,"(Wallengren, 1856)",15,18,N
5541,Species,Noctuidae,Chrysodeixis chalcites,Chrysodeixis chalcites,Chrysodeixis chalcites,"(Esper, [1803])",15,18,N
5543,Species,Noctuidae,Chrysodeixis acuta,Chrysodeixis acuta,Chrysodeixis acuta,"(Walker, 1857)",14,18,N
5548,Species,Noctuidae,Macdunnoughia confusa,Macdunnoughia confusa,Macdunnoughia confusa,"(Stephens, 1850)",12,17,N
5551,Species,Noctuidae,Diachrysia chryson,Diachrysia chryson,Diachrysia chryson,"(Esper, 1798)",20,24,N
5554,Species,Noctuidae,Diachrysia chrysitis,Diachrysia chrysitis,Diachrysia chrysitis,"(Linnaeus, 1758)",16,19,N
5557,Species,Noctuidae,Euchalcia variabilis,Euchalcia variabilis,Euchalcia variabilis,"(Piller & Mitterpacher, 1783)",17,19,N
5562,Species,Noctuidae,Polychrysia moneta,Polychrysia moneta,Polychrysia moneta,"(Fabricius, 1787)",17,20,N
5565,Species,Noctuidae,Autographa gamma,Autographa gamma,Autographa gamma,"(Linnaeus, 1758)",13,21,N
5567,Species,Noctuidae,Autographa pulchrina,Autographa pulchrina,Autographa pulchrina,"(Haworth, 1809)",17,20,N
5569,Species,Noctuidae,Autographa jota,Autographa jota,Autographa jota,"(Linnaeus, 1758)",17,21,N
5571,Species,Noctuidae,Autographa bractea,Autographa bractea,Autographa bractea,"([Denis & Schiffermüller], 1775)",18,21,N
5574,Species,Noctuidae,Megalographa biloba,Megalographa biloba,Megalographa biloba,"(Stephens, 1830)",15,18,N
5577,Species,Noctuidae,Cornutiplusia circumflexa,Cornutiplusia circumflexa,Cornutiplusia circumflexa,"(Linnaeus, 1767)",16,21,N
5580,Species,Noctuidae,Syngrapha interrogationis,Syngrapha interrogationis,Syngrapha interrogationis,"(Linnaeus, 1758)",15,18,N
5583,Species,Noctuidae,Plusia festucae,Plusia festucae,Plusia festucae,"(Linnaeus, 1758)",14,19,N
5585,Subspecies,Noctuidae,Plusia putnami putnami,Plusia putnami,Plusia putnami,"Grote, 1873",14,15,N
5587,Subspecies,Noctuidae,Plusia putnami gracilis,Plusia putnami,Plusia putnami,"Lempke, 1966",14,15,N
5592,Species,Noctuidae,Deltote pygarga,Deltote pygarga,Deltote pygarga,"(Hufnagel, 1766)",11,12,N
5595,Species,Noctuidae,Deltote deceptoria,Deltote deceptoria,Deltote deceptoria,"(Scopoli, 1763)",12,13,N
5597,Species,Noctuidae,Deltote uncula,Deltote uncula,Deltote uncula,"(Clerck, 1759)",11,12,N
5599,Species,Noctuidae,Deltote bankiana,Deltote bankiana,Deltote bankiana,"(Fabricius, 1775)",10,12,N
5606,Species,Noctuidae,Acontia lucida,Acontia lucida,Acontia lucida,"(Hufnagel, 1766)",12,15,N
5609,Species,Noctuidae,Acontia trabealis,Acontia trabealis,Acontia trabealis,"(Scopoli, 1763)",10,11,N
5612,Species,Noctuidae,Aedia funesta,Aedia funesta,Aedia funesta,"(Esper, 1798)",15,16,N
5613,Species,Noctuidae,Aedia leucomelas,Aedia leucomelas,Aedia leucomelas,"(Linnaeus, 1758)",15,18,N
5616,Species,Noctuidae,Tyta luctuosa,Tyta luctuosa,Tyta luctuosa,"([Denis & Schiffermüller], 1775)",12,13,N
5620,Species,Noctuidae,Colocasia coryli,Colocasia coryli,Colocasia coryli,"(Linnaeus, 1758)",14,17,N
5624,Species,Noctuidae,Diloba caeruleocephala,Diloba caeruleocephala,Diloba caeruleocephala,"(Linnaeus, 1758)",15,19,N
5628,Species,Noctuidae,Moma alpium,Moma alpium,Moma alpium,"(Osbeck, 1778)",17,20,N
5632,Species,Noctuidae,Simyra albovenosa,Simyra albovenosa,Simyra albovenosa,"(Goeze, 1781)",16,20,N
5637,Species,Noctuidae,Acronicta alni,Acronicta alni,Acronicta alni,"(Linnaeus, 1767)",16,19,N
5640,Species,Noctuidae,Acronicta tridens,Acronicta tridens,Acronicta tridens,"([Denis & Schiffermüller], 1775)",17,20,N
5642,Species,Noctuidae,Acronicta psi,Acronicta psi,Acronicta psi,"(Linnaeus, 1758)",17,20,N
5645,Species,Noctuidae,Acronicta aceris,Acronicta aceris,Acronicta aceris,"(Linnaeus, 1758)",18,22,N
5647,Species,Noctuidae,Acronicta leporina,Acronicta leporina,Acronicta leporina,"(Linnaeus, 1758)",16,21,N
5650,Species,Noctuidae,Acronicta strigosa,Acronicta strigosa,Acronicta strigosa,"([Denis & Schiffermüller], 1775)",13,15,N
5653,Subspecies,Noctuidae,Acronicta menyanthidis menyanthidis,Acronicta menyanthidis,Acronicta menyanthidis,"(Esper, 1798)",16,20,N
5655,Subspecies,Noctuidae,Acronicta menyanthidis scotica,Acronicta menyanthidis,Acronicta menyanthidis,"(Tutt, 1891)",16,20,N
5656,Species,Noctuidae,Acronicta auricoma,Acronicta auricoma,Acronicta auricoma,"([Denis & Schiffermüller], 1775)",16,17,N
5658,Species,Noctuidae,Acronicta cinerea,Acronicta cinerea,Acronicta cinerea,"(Hufnagel, 1766)",14,16,N
5662,Species,Noctuidae,Acronicta rumicis,Acronicta rumicis,Acronicta rumicis,"(Linnaeus, 1758)",16,20,N
5665,Species,Noctuidae,Subacronicta megacephala,Subacronicta megacephala,Acronicta megacephala,"([Denis & Schiffermüller], 1775)",17,20,N
5668,Species,Noctuidae,Craniophora ligustri,Craniophora ligustri,Craniophora ligustri,"([Denis & Schiffermüller], 1775)",17,19,N
5672,Species,Noctuidae,Panemeria tenebrata,Panemeria tenebrata,Panemeria tenebrata,"(Scopoli, 1763)",8,10,N
5675,Species,Noctuidae,Synthymia fixa,Synthymia fixa,Synthymia fixa,"(Fabricius, 1787)",14,18,N
5680,Species,Noctuidae,Cucullia absinthii,Cucullia absinthii,Cucullia absinthii,"(Linnaeus, 1761)",16,19,N
5682,Species,Noctuidae,Cucullia artemisiae,Cucullia artemisiae,Cucullia artemisiae,"(Hufnagel, 1766)",16,19,N
5685,Species,Noctuidae,Cucullia umbratica,Cucullia umbratica,Cucullia umbratica,"(Linnaeus, 1758)",22,26,N
5687,Species,Noctuidae,Cucullia chamomillae,Cucullia chamomillae,Cucullia chamomillae,"([Denis & Schiffermüller], 1775)",19,23,N
5689,Subspecies,Noctuidae,Cucullia gnaphalii gnaphalii,Cucullia gnaphalii,Cucullia gnaphalii,"(Hübner, [1813])",17,19,N
